"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
125 4410.0000000000 4410.0000000000 4410.0000000000 4410.0000000000
127 4458.0000000000 4458.0000000000 4458.0000000000 4458.0000000000
128 4505.0000000000 4505.0000000000 4505.0000000000 4505.0000000000
134 4593.0000000000 4593.0000000000 4593.0000000000 4593.0000000000
151 4646.0000000000 4646.0000000000 4646.0000000000 4646.0000000000
184 4723.0000000000 4723.0000000000 4723.0000000000 4723.0000000000
204 4817.0000000000 4817.0000000000 4817.0000000000 4817.0000000000
261 4842.0000000000 4842.0000000000 4842.0000000000 4842.0000000000
266 4884.0000000000 4884.0000000000 4884.0000000000 4884.0000000000
296 4899.0000000000 4899.0000000000 4899.0000000000 4899.0000000000
320 4974.0000000000 4974.0000000000 4974.0000000000 4974.0000000000
392 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 5018.0000000000 5050.0000000000 5018.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 3020.0000000000 3020.0000000000 3020.0000000000 3020.0000000000
2 3068.0000000000 3068.0000000000 3068.0000000000 3068.0000000000
4 3142.0000000000 3142.0000000000 3142.0000000000 3142.0000000000
6 3217.0000000000 3217.0000000000 3217.0000000000 3217.0000000000
7 3220.0000000000 3220.0000000000 3220.0000000000 3220.0000000000
10 3266.0000000000 3266.0000000000 3266.0000000000 3266.0000000000
12 3274.0000000000 3274.0000000000 3274.0000000000 3274.0000000000
14 3353.0000000000 3353.0000000000 3353.0000000000 3353.0000000000
17 3441.0000000000 3441.0000000000 3441.0000000000 3441.0000000000
21 3501.0000000000 3501.0000000000 3501.0000000000 3501.0000000000
26 3568.0000000000 3568.0000000000 3568.0000000000 3568.0000000000
30 3599.0000000000 3599.0000000000 3599.0000000000 3599.0000000000
33 3642.0000000000 3642.0000000000 3642.0000000000 3642.0000000000
35 3701.0000000000 3701.0000000000 3701.0000000000 3701.0000000000
37 3705.0000000000 3705.0000000000 3705.0000000000 3705.0000000000
50 3730.0000000000 3730.0000000000 3730.0000000000 3730.0000000000
53 3772.0000000000 3772.0000000000 3772.0000000000 3772.0000000000
55 3798.0000000000 3798.0000000000 3798.0000000000 3798.0000000000
68 3860.0000000000 3860.0000000000 3860.0000000000 3860.0000000000
70 3887.0000000000 3887.0000000000 3887.0000000000 3887.0000000000
77 3953.0000000000 3953.0000000000 3953.0000000000 3953.0000000000
90 3962.0000000000 3962.0000000000 3962.0000000000 3962.0000000000
97 4044.0000000000 4044.0000000000 4044.0000000000 4044.0000000000
102 4081.0000000000 4081.0000000000 4081.0000000000 4081.0000000000
105 4104.0000000000 4104.0000000000 4104.0000000000 4104.0000000000
111 4140.0000000000 4140.0000000000 4140.0000000000 4140.0000000000
123 4173.0000000000 4173.0000000000 4173.0000000000 4173.0000000000
127 4266.0000000000 4266.0000000000 4266.0000000000 4266.0000000000
140 4318.0000000000 4318.0000000000 4318.0000000000 4318.0000000000
143 4331.0000000000 4331.0000000000 4331.0000000000 4331.0000000000
158 4417.0000000000 4417.0000000000 4417.0000000000 4417.0000000000
167 4449.0000000000 4449.0000000000 4449.0000000000 4449.0000000000
169 4477.0000000000 4477.0000000000 4477.0000000000 4477.0000000000
173 4567.0000000000 4567.0000000000 4567.0000000000 4567.0000000000
181 4616.0000000000 4616.0000000000 4616.0000000000 4616.0000000000
216 4669.0000000000 4669.0000000000 4669.0000000000 4669.0000000000
224 4714.0000000000 4714.0000000000 4714.0000000000 4714.0000000000
240 4811.0000000000 4811.0000000000 4811.0000000000 4811.0000000000
241 4866.0000000000 4866.0000000000 4866.0000000000 4866.0000000000
262 4882.0000000000 4882.0000000000 4882.0000000000 4882.0000000000
290 4946.0000000000 4946.0000000000 4946.0000000000 4946.0000000000
313 4952.0000000000 4952.0000000000 4952.0000000000 4952.0000000000
504 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 4965.0000000000 5050.0000000000 4965.0000000000 5050.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 2171.0000000000 2171.0000000000 2171.0000000000 2171.0000000000
2 2243.0000000000 2243.0000000000 2243.0000000000 2243.0000000000
7 2261.0000000000 2261.0000000000 2261.0000000000 2261.0000000000
11 2336.0000000000 2336.0000000000 2336.0000000000 2336.0000000000
13 2434.0000000000 2434.0000000000 2434.0000000000 2434.0000000000
15 2438.0000000000 2438.0000000000 2438.0000000000 2438.0000000000
16 2475.0000000000 2475.0000000000 2475.0000000000 2475.0000000000
17 2499.0000000000 2499.0000000000 2499.0000000000 2499.0000000000
19 2590.0000000000 2590.0000000000 2590.0000000000 2590.0000000000
23 2685.0000000000 2685.0000000000 2685.0000000000 2685.0000000000
24 2694.0000000000 2694.0000000000 2694.0000000000 2694.0000000000
27 2771.0000000000 2771.0000000000 2771.0000000000 2771.0000000000
32 2798.0000000000 2798.0000000000 2798.0000000000 2798.0000000000
36 2878.0000000000 2878.0000000000 2878.0000000000 2878.0000000000
37 2906.0000000000 2906.0000000000 2906.0000000000 2906.0000000000
40 2965.0000000000 2965.0000000000 2965.0000000000 2965.0000000000
42 3014.0000000000 3014.0000000000 3014.0000000000 3014.0000000000
43 3113.0000000000 3113.0000000000 3113.0000000000 3113.0000000000
54 3199.0000000000 3199.0000000000 3199.0000000000 3199.0000000000
55 3295.0000000000 3295.0000000000 3295.0000000000 3295.0000000000
57 3362.0000000000 3362.0000000000 3362.0000000000 3362.0000000000
58 3418.0000000000 3418.0000000000 3418.0000000000 3418.0000000000
64 3453.0000000000 3453.0000000000 3453.0000000000 3453.0000000000
66 3545.0000000000 3545.0000000000 3545.0000000000 3545.0000000000
69 3592.0000000000 3592.0000000000 3592.0000000000 3592.0000000000
70 3660.0000000000 3660.0000000000 3660.0000000000 3660.0000000000
71 3725.0000000000 3725.0000000000 3725.0000000000 3725.0000000000
72 3783.0000000000 3783.0000000000 3783.0000000000 3783.0000000000
73 3835.0000000000 3835.0000000000 3835.0000000000 3835.0000000000
83 3858.0000000000 3858.0000000000 3858.0000000000 3858.0000000000
84 3863.0000000000 3863.0000000000 3863.0000000000 3863.0000000000
86 3880.0000000000 3880.0000000000 3880.0000000000 3880.0000000000
90 3956.0000000000 3956.0000000000 3956.0000000000 3956.0000000000
91 4043.0000000000 4043.0000000000 4043.0000000000 4043.0000000000
94 4106.0000000000 4106.0000000000 4106.0000000000 4106.0000000000
97 4149.0000000000 4149.0000000000 4149.0000000000 4149.0000000000
99 4203.0000000000 4203.0000000000 4203.0000000000 4203.0000000000
108 4264.0000000000 4264.0000000000 4264.0000000000 4264.0000000000
109 4357.0000000000 4357.0000000000 4357.0000000000 4357.0000000000
129 4419.0000000000 4419.0000000000 4419.0000000000 4419.0000000000
131 4440.0000000000 4440.0000000000 4440.0000000000 4440.0000000000
141 4540.0000000000 4540.0000000000 4540.0000000000 4540.0000000000
142 4556.0000000000 4556.0000000000 4556.0000000000 4556.0000000000
145 4594.0000000000 4594.0000000000 4594.0000000000 4594.0000000000
152 4683.0000000000 4683.0000000000 4683.0000000000 4683.0000000000
154 4702.0000000000 4702.0000000000 4702.0000000000 4702.0000000000
174 4792.0000000000 4792.0000000000 4792.0000000000 4792.0000000000
189 4843.0000000000 4843.0000000000 4843.0000000000 4843.0000000000
244 4900.0000000000 4900.0000000000 4900.0000000000 4900.0000000000
288 4946.0000000000 4946.0000000000 4946.0000000000 4946.0000000000
330 4971.0000000000 4971.0000000000 4971.0000000000 4971.0000000000
481 5000.0000000000 5000.0000000000 5000.0000000000 5000.0000000000
552 5050.0000000000 5050.0000000000 5050.0000000000 5050.0000000000
100001 4951.0000000000 5050.0000000000 4951.0000000000 5050.0000000000
